Date,Temp,Humidity,SerialNumber,Site,Trap,Transect
2016-03-28T01:13:29Z,20.5,96,010185644,P590,B15,P
2016-03-28T02:13:29Z,21,97,010185644,P590,B15,P
2016-03-28T03:13:29Z,21,96.5,010185644,P590,B15,P
2016-03-28T04:13:29Z,20.5,97,010185644,P590,B15,P
2016-03-28T05:13:29Z,20.5,97.5,010185644,P590,B15,P
2016-03-28T06:13:29Z,20.5,97.5,010185644,P590,B15,P
2016-03-28T07:13:29Z,20.5,97.5,010185644,P590,B15,P
2016-03-28T08:13:29Z,21.5,95,010185644,P590,B15,P
2016-03-28T09:13:29Z,22.5,91,010185644,P590,B15,P
2016-03-28T10:13:29Z,24,85.5,010185644,P590,B15,P
2016-03-28T11:13:29Z,27,76.5,010185644,P590,B15,P
2016-03-28T12:13:29Z,27.5,71,010185644,P590,B15,P
2016-03-28T13:13:29Z,25.5,77.5,010185644,P590,B15,P
2016-03-28T14:13:29Z,25.5,79,010185644,P590,B15,P
2016-03-28T15:13:29Z,26,76,010185644,P590,B15,P
2016-03-28T16:13:29Z,24.5,79,010185644,P590,B15,P
2016-03-28T17:13:29Z,23.5,84.5,010185644,P590,B15,P
2016-03-28T18:13:29Z,22.5,90,010185644,P590,B15,P
2016-03-28T19:13:29Z,22,92.5,010185644,P590,B15,P
2016-03-28T20:13:29Z,21.5,94.5,010185644,P590,B15,P
2016-03-28T21:13:29Z,21.5,96,010185644,P590,B15,P
2016-03-28T22:13:29Z,21.5,96.5,010185644,P590,B15,P
2016-03-28T23:13:29Z,21,97,010185644,P590,B15,P
2016-03-29T00:13:29Z,21,97,010185644,P590,B15,P
2016-03-29T01:13:29Z,20.5,96.5,010185644,P590,B15,P
2016-03-29T02:13:29Z,21,97.5,010185644,P590,B15,P
2016-03-29T03:13:29Z,21,98,010185644,P590,B15,P
2016-03-29T04:13:29Z,20.5,98,010185644,P590,B15,P
2016-03-29T05:13:29Z,20.5,97.5,010185644,P590,B15,P
2016-03-29T06:13:29Z,20.5,97.5,010185644,P590,B15,P
2016-03-29T07:13:29Z,21.5,98.5,010185644,P590,B15,P
2016-03-29T08:13:29Z,22,96.5,010185644,P590,B15,P
2016-03-29T09:13:29Z,23,91.5,010185644,P590,B15,P
2016-03-29T10:13:29Z,24,87.5,010185644,P590,B15,P
2016-03-29T11:13:29Z,25.5,84.5,010185644,P590,B15,P
2016-03-29T12:13:29Z,26.5,81,010185644,P590,B15,P
2016-03-29T13:13:29Z,25.5,80.5,010185644,P590,B15,P
2016-03-29T14:13:29Z,26,79.5,010185644,P590,B15,P
2016-03-29T15:13:29Z,25,80.5,010185644,P590,B15,P
2016-03-29T16:13:29Z,25,84.5,010185644,P590,B15,P
2016-03-29T17:13:29Z,23.5,89.5,010185644,P590,B15,P
2016-03-29T18:13:29Z,23,93.5,010185644,P590,B15,P
2016-03-29T19:13:29Z,22.5,95,010185644,P590,B15,P
2016-03-29T20:13:29Z,21.5,96,010185644,P590,B15,P
2016-03-29T21:13:29Z,21.5,96.5,010185644,P590,B15,P
2016-03-29T22:13:29Z,21,97,010185644,P590,B15,P
2016-03-29T23:13:29Z,21,97.5,010185644,P590,B15,P
2016-03-30T00:13:29Z,20.5,96.5,010185644,P590,B15,P
2016-03-30T01:13:29Z,21,98,010185644,P590,B15,P
2016-03-30T02:13:29Z,20.5,97.5,010185644,P590,B15,P
2016-03-30T03:13:29Z,20.5,97.5,010185644,P590,B15,P
2016-03-30T04:13:29Z,20,97.5,010185644,P590,B15,P
2016-03-30T05:13:29Z,20.5,98.5,010185644,P590,B15,P
2016-03-30T06:13:29Z,20.5,98.5,010185644,P590,B15,P
2016-03-30T07:13:29Z,20.5,98.5,010185644,P590,B15,P
2016-03-30T08:13:29Z,21.5,96,010185644,P590,B15,P
2016-03-30T09:13:29Z,23.5,92,010185644,P590,B15,P
2016-03-30T10:13:29Z,24,92.5,010185644,P590,B15,P
2016-03-30T11:13:29Z,25,88.5,010185644,P590,B15,P
2016-03-30T12:13:29Z,24,91.5,010185644,P590,B15,P
2016-03-30T13:13:29Z,24.5,89,010185644,P590,B15,P
2016-03-30T14:13:29Z,25,87,010185644,P590,B15,P
2016-03-30T15:13:29Z,24.5,88.5,010185644,P590,B15,P
2016-03-30T16:13:29Z,24,89,010185644,P590,B15,P
2016-03-30T17:13:29Z,23.5,89,010185644,P590,B15,P
2016-03-30T18:13:29Z,22,92.5,010185644,P590,B15,P
2016-03-30T19:13:29Z,21.5,94.5,010185644,P590,B15,P
2016-03-30T20:13:29Z,20,87.5,010185644,P590,B15,P
2016-03-30T21:13:29Z,20,87,010185644,P590,B15,P
2016-03-30T22:13:29Z,20.5,91.5,010185644,P590,B15,P
2016-03-30T23:13:29Z,20.5,95,010185644,P590,B15,P
2016-03-31T00:13:29Z,20.5,97,010185644,P590,B15,P
2016-03-31T01:13:29Z,21,98,010185644,P590,B15,P
2016-03-31T02:13:29Z,21,98,010185644,P590,B15,P
2016-03-31T03:13:29Z,20.5,98,010185644,P590,B15,P
2016-03-31T04:13:29Z,20,97.5,010185644,P590,B15,P
2016-03-31T05:13:29Z,20,98,010185644,P590,B15,P
2016-03-31T06:13:29Z,20,98,010185644,P590,B15,P
2016-03-31T07:13:29Z,20,99,010185644,P590,B15,P
2016-03-31T08:13:29Z,21.5,98,010185644,P590,B15,P
2016-03-31T09:13:29Z,23,91.5,010185644,P590,B15,P
2016-03-31T10:13:29Z,25,84,010185644,P590,B15,P
2016-03-31T11:13:29Z,26,76,010185644,P590,B15,P
2016-03-31T12:13:29Z,26,78.5,010185644,P590,B15,P
2016-03-31T13:13:29Z,25,86,010185644,P590,B15,P
2016-03-31T14:13:29Z,26.5,80,010185644,P590,B15,P
2016-03-31T15:13:29Z,26,80.5,010185644,P590,B15,P
2016-03-31T16:13:29Z,25,82,010185644,P590,B15,P
2016-03-31T17:13:29Z,24,84,010185644,P590,B15,P
2016-03-31T18:13:29Z,22.5,90,010185644,P590,B15,P
2016-03-31T19:13:29Z,22.5,92.5,010185644,P590,B15,P
2016-03-31T20:13:29Z,21.5,92,010185644,P590,B15,P
2016-03-31T21:13:29Z,21,94.5,010185644,P590,B15,P
2016-03-31T22:13:29Z,21,95.5,010185644,P590,B15,P
2016-03-31T23:13:29Z,21.5,96.5,010185644,P590,B15,P
2016-04-01T00:13:29Z,21.5,97.5,010185644,P590,B15,P
2016-04-01T01:13:29Z,21.5,97,010185644,P590,B15,P
2016-04-01T02:13:29Z,21.5,98,010185644,P590,B15,P
2016-04-01T03:13:29Z,21.5,97.5,010185644,P590,B15,P
2016-04-01T04:13:29Z,21.5,98,010185644,P590,B15,P
2016-04-01T05:13:29Z,21,97.5,010185644,P590,B15,P
2016-04-01T06:13:29Z,20.5,98,010185644,P590,B15,P
2016-04-01T07:13:29Z,21,98,010185644,P590,B15,P
2016-04-01T08:13:29Z,21.5,94.5,010185644,P590,B15,P
2016-04-01T09:13:29Z,23,92.5,010185644,P590,B15,P
2016-04-01T10:13:29Z,25,82,010185644,P590,B15,P
2016-04-01T11:13:29Z,25.5,80.5,010185644,P590,B15,P
2016-04-01T12:13:29Z,28.5,66,010185644,P590,B15,P
2016-04-01T13:13:29Z,27,74.5,010185644,P590,B15,P
2016-04-01T14:13:29Z,26.5,76.5,010185644,P590,B15,P
2016-04-01T15:13:29Z,26,79,010185644,P590,B15,P
2016-04-01T16:13:29Z,25.5,80,010185644,P590,B15,P
2016-04-01T17:13:29Z,24,85,010185644,P590,B15,P
2016-04-01T18:13:29Z,22.5,88.5,010185644,P590,B15,P
2016-04-01T19:13:29Z,22,91.5,010185644,P590,B15,P
2016-04-01T20:13:29Z,21.5,92.5,010185644,P590,B15,P
2016-04-01T21:13:29Z,22,93.5,010185644,P590,B15,P
2016-04-01T22:13:29Z,22,93.5,010185644,P590,B15,P
2016-04-01T23:13:29Z,22,95,010185644,P590,B15,P
2016-04-02T00:13:29Z,22,94.5,010185644,P590,B15,P
2016-04-02T01:13:29Z,21.5,95.5,010185644,P590,B15,P
2016-04-02T02:13:29Z,21.5,96.5,010185644,P590,B15,P
2016-04-02T03:13:29Z,21.5,97,010185644,P590,B15,P
2016-04-02T04:13:29Z,21,97,010185644,P590,B15,P
2016-04-02T05:13:29Z,21.5,97.5,010185644,P590,B15,P
2016-04-02T06:13:29Z,21,97.5,010185644,P590,B15,P
2016-04-02T07:13:29Z,21.5,98,010185644,P590,B15,P
2016-04-02T08:13:29Z,22.5,96.5,010185644,P590,B15,P
2016-04-02T09:13:29Z,23.5,92.5,010185644,P590,B15,P
2016-04-02T10:13:29Z,25,85.5,010185644,P590,B15,P
2016-04-02T11:13:29Z,27.5,80,010185644,P590,B15,P
2016-04-02T12:13:29Z,28.5,67.5,010185644,P590,B15,P
2016-04-02T13:13:29Z,28.5,71.5,010185644,P590,B15,P
2016-04-02T14:13:29Z,26,78.5,010185644,P590,B15,P
2016-04-02T15:13:29Z,24.5,84.5,010185644,P590,B15,P
2016-04-02T16:13:29Z,24.5,87.5,010185644,P590,B15,P
2016-04-02T17:13:29Z,23,87.5,010185644,P590,B15,P
2016-04-02T18:13:29Z,23,91.5,010185644,P590,B15,P
2016-04-02T19:13:29Z,22,92,010185644,P590,B15,P
2016-04-02T20:13:29Z,21.5,93.5,010185644,P590,B15,P
2016-04-02T21:13:29Z,21.5,94,010185644,P590,B15,P
2016-04-02T22:13:29Z,21,94.5,010185644,P590,B15,P
2016-04-02T23:13:29Z,21,95.5,010185644,P590,B15,P
2016-04-03T00:13:29Z,21.5,96.5,010185644,P590,B15,P
2016-04-03T01:13:29Z,22,95.5,010185644,P590,B15,P
2016-04-03T02:13:29Z,21.5,96,010185644,P590,B15,P
2016-04-03T03:13:29Z,21.5,96,010185644,P590,B15,P
2016-04-03T04:13:29Z,21.5,96.5,010185644,P590,B15,P
2016-04-03T05:13:29Z,21,97.5,010185644,P590,B15,P
2016-04-03T06:13:29Z,20,95,010185644,P590,B15,P
2016-04-03T07:13:29Z,20,93.5,010185644,P590,B15,P
2016-04-03T08:13:29Z,20.5,86.5,010185644,P590,B15,P
2016-04-03T09:13:29Z,22.5,77.5,010185644,P590,B15,P
2016-04-03T10:13:29Z,25,73.5,010185644,P590,B15,P
2016-04-03T11:13:29Z,29.5,55,010185644,P590,B15,P
2016-04-03T12:13:29Z,29,79,010185644,P590,B15,P
2016-04-03T13:13:29Z,27,86,010185644,P590,B15,P
2016-04-03T14:13:29Z,26,88,010185644,P590,B15,P
2016-04-03T15:13:29Z,24,86,010185644,P590,B15,P
2016-04-03T16:13:29Z,24.5,59.5,010185644,P590,B15,P
2016-04-03T17:13:29Z,24.5,57,010185644,P590,B15,P
2016-04-03T18:13:29Z,24.5,61.5,010185644,P590,B15,P
2016-04-03T19:13:29Z,24.5,63,010185644,P590,B15,P
2016-04-03T20:13:29Z,24.5,66,010185644,P590,B15,P
2016-04-03T21:13:29Z,24,65.5,010185644,P590,B15,P
2016-04-03T22:13:29Z,24,70.5,010185644,P590,B15,P
2016-04-03T23:13:29Z,23.5,68.5,010185644,P590,B15,P
2016-04-04T00:13:29Z,23.5,67.5,010185644,P590,B15,P
2016-04-04T01:13:29Z,23.5,68,010185644,P590,B15,P
2016-04-04T02:13:29Z,23.5,68,010185644,P590,B15,P
2016-04-04T03:13:29Z,23.5,71,010185644,P590,B15,P
2016-04-04T04:13:29Z,23.5,72.5,010185644,P590,B15,P
2016-04-04T05:13:29Z,23.5,72,010185644,P590,B15,P
2016-04-04T06:13:29Z,23.5,74,010185644,P590,B15,P
2016-04-04T07:13:29Z,23,75.5,010185644,P590,B15,P
2016-04-04T08:13:29Z,23.5,75,010185644,P590,B15,P
2016-04-04T09:13:29Z,23.5,72,010185644,P590,B15,P
2016-04-04T10:13:29Z,24,65.5,010185644,P590,B15,P
2016-04-04T11:13:29Z,24,61,010185644,P590,B15,P
2016-04-04T12:13:29Z,24,57.5,010185644,P590,B15,P
2016-04-04T13:13:29Z,24.5,55,010185644,P590,B15,P
2016-04-04T14:13:29Z,24.5,55.5,010185644,P590,B15,P
2016-04-04T15:13:29Z,25,54,010185644,P590,B15,P
2016-04-04T16:13:29Z,25,54,010185644,P590,B15,P
2016-04-04T17:13:29Z,24,55.5,010185644,P590,B15,P
2016-04-04T18:13:29Z,24,62.5,010185644,P590,B15,P
2016-04-04T19:13:29Z,24,67,010185644,P590,B15,P
2016-04-04T20:13:29Z,24,70.5,010185644,P590,B15,P
2016-04-04T21:13:29Z,23.5,71,010185644,P590,B15,P
2016-04-04T22:13:29Z,23.5,72,010185644,P590,B15,P
2016-04-04T23:13:29Z,23.5,69,010185644,P590,B15,P
2016-04-05T00:13:29Z,23.5,68,010185644,P590,B15,P
2016-04-05T01:13:29Z,23.5,64.5,010185644,P590,B15,P
2016-04-05T02:13:29Z,23.5,67.5,010185644,P590,B15,P
2016-04-05T03:13:29Z,23.5,69.5,010185644,P590,B15,P
2016-04-05T04:13:29Z,23.5,70,010185644,P590,B15,P
2016-04-05T05:13:29Z,23,71,010185644,P590,B15,P
2016-04-05T06:13:29Z,23,71.5,010185644,P590,B15,P
2016-04-05T07:13:29Z,23,72,010185644,P590,B15,P
2016-04-05T08:13:29Z,23,72,010185644,P590,B15,P
2016-04-05T09:13:29Z,23.5,70,010185644,P590,B15,P
2016-04-05T10:13:29Z,24.5,67,010185644,P590,B15,P
2016-04-05T11:13:29Z,24.5,53.5,010185644,P590,B15,P
2016-04-05T12:13:29Z,24.5,53,010185644,P590,B15,P
2016-04-05T13:13:29Z,24.5,54.5,010185644,P590,B15,P
2016-04-05T14:13:29Z,25.5,59.5,010185644,P590,B15,P
2016-04-05T15:13:29Z,25,53.5,010185644,P590,B15,P
2016-04-05T16:13:29Z,25,59.5,010185644,P590,B15,P
2016-04-05T17:13:29Z,25,52.5,010185644,P590,B15,P
2016-04-05T18:13:29Z,24,59,010185644,P590,B15,P
2016-04-05T19:13:29Z,24,62.5,010185644,P590,B15,P
2016-04-05T20:13:29Z,24,63.5,010185644,P590,B15,P
2016-04-05T21:13:29Z,24,65.5,010185644,P590,B15,P
2016-04-05T22:13:29Z,24,67.5,010185644,P590,B15,P
2016-04-05T23:13:29Z,24,66.5,010185644,P590,B15,P
2016-04-06T00:13:29Z,25,70,010185644,P590,B15,P
2016-04-06T01:13:29Z,25,54.5,010185644,P590,B15,P
2016-04-06T02:13:29Z,23,60.5,010185644,P590,B15,P
2016-04-06T03:13:29Z,23.5,63,010185644,P590,B15,P
2016-04-06T04:13:29Z,24.5,63,010185644,P590,B15,P
2016-04-06T05:13:29Z,25,63,010185644,P590,B15,P
2016-04-06T06:13:29Z,25,63.5,010185644,P590,B15,P
2016-04-06T07:13:29Z,25,64.5,010185644,P590,B15,P
2016-04-06T08:13:29Z,25.5,65,010185644,P590,B15,P
2016-04-06T09:13:29Z,26,65,010185644,P590,B15,P
2016-04-06T10:13:29Z,27,65,010185644,P590,B15,P
2016-04-06T11:13:29Z,27.5,67.5,010185644,P590,B15,P
2016-04-06T12:13:29Z,28.5,62,010185644,P590,B15,P
2016-04-06T13:13:29Z,29.5,61,010185644,P590,B15,P
2016-04-06T14:13:29Z,28.5,55,010185644,P590,B15,P
2016-04-06T15:13:29Z,28,52.5,010185644,P590,B15,P
2016-04-06T16:13:29Z,28,51.5,010185644,P590,B15,P
2016-04-06T17:13:29Z,27.5,50.5,010185644,P590,B15,P
2016-04-06T18:13:29Z,27,50,010185644,P590,B15,P
2016-04-06T19:13:29Z,27,49.5,010185644,P590,B15,P
2016-04-06T20:13:29Z,27.5,54,010185644,P590,B15,P
2016-04-06T21:13:29Z,28,60,010185644,P590,B15,P
2016-03-10T16:17:01Z,25.5,69.5,010184348,P590,B7,P
2016-03-10T17:17:01Z,27,65.5,010184348,P590,B7,P
2016-03-10T18:17:01Z,27,63,010184348,P590,B7,P
2016-03-10T19:17:01Z,27.5,60.5,010184348,P590,B7,P
2016-03-10T20:17:01Z,26,62.5,010184348,P590,B7,P
2016-03-10T21:17:01Z,26,64,010184348,P590,B7,P
2016-03-10T22:17:01Z,26,64.5,010184348,P590,B7,P
2016-03-10T23:17:01Z,26,65,010184348,P590,B7,P
2016-03-11T00:17:01Z,26,65.5,010184348,P590,B7,P
2016-03-11T01:17:01Z,27,65,010184348,P590,B7,P
2016-03-11T02:17:01Z,26,65.5,010184348,P590,B7,P
2016-03-11T03:17:01Z,26,66,010184348,P590,B7,P
2016-03-11T04:17:01Z,25.5,66.5,010184348,P590,B7,P
2016-03-11T05:17:01Z,25.5,67,010184348,P590,B7,P
2016-03-11T06:17:01Z,25.5,67,010184348,P590,B7,P
2016-03-11T07:17:01Z,25.5,67.5,010184348,P590,B7,P
2016-03-11T08:17:01Z,26,66.5,010184348,P590,B7,P
2016-03-11T09:17:01Z,26,65,010184348,P590,B7,P
2016-03-11T10:17:01Z,26,64,010184348,P590,B7,P
2016-03-11T11:17:01Z,29.5,62.5,010184348,P590,B7,P
2016-03-11T12:17:01Z,26.5,58,010184348,P590,B7,P
2016-03-11T13:17:01Z,26,60,010184348,P590,B7,P
2016-03-11T14:17:01Z,27.5,63,010184348,P590,B7,P
2016-03-11T15:17:01Z,26,80,010184348,P590,B7,P
2016-03-11T16:17:01Z,25,77.5,010184348,P590,B7,P
2016-03-11T17:17:01Z,25.5,75,010184348,P590,B7,P
2016-03-11T18:17:01Z,28,64,010184348,P590,B7,P
2016-03-11T19:17:01Z,29,57.5,010184348,P590,B7,P
2016-03-11T20:17:01Z,29,63.5,010184348,P590,B7,P
2016-03-11T21:17:01Z,28,61,010184348,P590,B7,P
2016-03-11T22:17:01Z,26.5,53.5,010184348,P590,B7,P
2016-03-11T23:17:01Z,25,57,010184348,P590,B7,P
2016-03-12T00:17:01Z,24,60,010184348,P590,B7,P
2016-03-12T01:17:01Z,23.5,61.5,010184348,P590,B7,P
2016-03-12T02:17:01Z,23.5,63,010184348,P590,B7,P
2016-03-12T03:17:01Z,23,63.5,010184348,P590,B7,P
2016-03-12T04:17:01Z,23.5,64.5,010184348,P590,B7,P
2016-03-12T05:17:01Z,23.5,65,010184348,P590,B7,P
2016-03-12T06:17:01Z,23.5,66,010184348,P590,B7,P
2016-03-12T07:17:01Z,23.5,66.5,010184348,P590,B7,P
2016-03-12T08:17:01Z,24,67,010184348,P590,B7,P
2016-03-12T09:17:01Z,26,68.5,010184348,P590,B7,P
2016-03-12T10:17:01Z,24,68.5,010184348,P590,B7,P
2016-03-12T11:17:01Z,28.5,69,010184348,P590,B7,P
2016-03-12T12:17:01Z,34.5,61.5,010184348,P590,B7,P
2016-03-12T13:17:01Z,32,64,010184348,P590,B7,P
2016-03-12T14:17:01Z,31,64,010184348,P590,B7,P
2016-03-12T15:17:01Z,29.5,68.5,010184348,P590,B7,P
2016-03-12T16:17:01Z,23.5,54,010184348,P590,B7,P
2016-03-12T17:17:01Z,22,94.5,010184348,P590,B7,P
2016-03-12T18:17:01Z,22,96,010184348,P590,B7,P
2016-03-12T19:17:01Z,21.5,97.5,010184348,P590,B7,P
2016-03-12T20:17:01Z,21,97.5,010184348,P590,B7,P
2016-03-12T21:17:01Z,22,98.5,010184348,P590,B7,P
2016-03-12T22:17:01Z,21.5,99,010184348,P590,B7,P
2016-03-12T23:17:01Z,21.5,99,010184348,P590,B7,P
2016-03-13T00:17:01Z,21.5,99.5,010184348,P590,B7,P
2016-03-13T01:17:01Z,21.5,99.5,010184348,P590,B7,P
2016-03-13T02:17:01Z,21.5,99.5,010184348,P590,B7,P
2016-03-13T03:17:01Z,21,99.5,010184348,P590,B7,P
2016-03-13T04:17:01Z,21,99.5,010184348,P590,B7,P
2016-03-13T05:17:01Z,20.5,100,010184348,P590,B7,P
2016-03-13T06:17:01Z,20.5,99.5,010184348,P590,B7,P
2016-03-13T07:17:01Z,21,99,010184348,P590,B7,P
2016-03-13T08:17:01Z,21.5,99,010184348,P590,B7,P
2016-03-13T09:17:01Z,22.5,96.5,010184348,P590,B7,P
2016-03-13T10:17:01Z,23,95.5,010184348,P590,B7,P
2016-03-13T11:17:01Z,23.5,94.5,010184348,P590,B7,P
2016-03-13T12:17:01Z,24,93.5,010184348,P590,B7,P
2016-03-13T13:17:01Z,24.5,93,010184348,P590,B7,P
2016-03-13T14:17:01Z,24.5,89.5,010184348,P590,B7,P
2016-03-13T15:17:01Z,25.5,90,010184348,P590,B7,P
2016-03-13T16:17:01Z,24.5,92,010184348,P590,B7,P
2016-03-13T17:17:01Z,23.5,94.5,010184348,P590,B7,P
2016-03-13T18:17:01Z,23,96.5,010184348,P590,B7,P
2016-03-13T19:17:01Z,22.5,97.5,010184348,P590,B7,P
2016-03-13T20:17:01Z,22,98,010184348,P590,B7,P
2016-03-13T21:17:01Z,22,98,010184348,P590,B7,P
2016-03-13T22:17:01Z,21.5,97.5,010184348,P590,B7,P
2016-03-13T23:17:01Z,22,99,010184348,P590,B7,P
2016-03-14T00:17:01Z,22,99.5,010184348,P590,B7,P
2016-03-14T01:17:01Z,22.5,99.5,010184348,P590,B7,P
2016-03-14T02:17:01Z,22,99,010184348,P590,B7,P
2016-03-14T03:17:01Z,22,99,010184348,P590,B7,P
2016-03-14T04:17:01Z,22,100,010184348,P590,B7,P
2016-03-14T05:17:01Z,21.5,100.5,010184348,P590,B7,P
2016-03-14T06:17:01Z,21.5,100,010184348,P590,B7,P
2016-03-14T07:17:01Z,21.5,100,010184348,P590,B7,P
2016-03-14T08:17:01Z,22.5,99.5,010184348,P590,B7,P
2016-03-14T09:17:01Z,24,97.5,010184348,P590,B7,P
2016-03-14T10:17:01Z,24.5,94,010184348,P590,B7,P
2016-03-14T11:17:01Z,25.5,90.5,010184348,P590,B7,P
2016-03-14T12:17:01Z,25,90.5,010184348,P590,B7,P
2016-03-14T13:17:01Z,26.5,90,010184348,P590,B7,P
2016-03-14T14:17:01Z,27,87,010184348,P590,B7,P
2016-03-14T15:17:01Z,25,91,010184348,P590,B7,P
2016-03-14T16:17:01Z,24.5,95.5,010184348,P590,B7,P
2016-03-14T17:17:01Z,24,96.5,010184348,P590,B7,P
2016-03-14T18:17:01Z,23.5,99,010184348,P590,B7,P
2016-03-14T19:17:01Z,23,100,010184348,P590,B7,P
2016-03-14T20:17:01Z,23,100.5,010184348,P590,B7,P
2016-03-14T21:17:01Z,22.5,101,010184348,P590,B7,P
2016-03-14T22:17:01Z,22.5,101.5,010184348,P590,B7,P
2016-03-14T23:17:01Z,22.5,101,010184348,P590,B7,P
2016-03-15T00:17:01Z,22,101.5,010184348,P590,B7,P
2016-03-15T01:17:01Z,22,101.5,010184348,P590,B7,P
2016-03-15T02:17:01Z,22,102,010184348,P590,B7,P
2016-03-15T03:17:01Z,22,102,010184348,P590,B7,P
2016-03-15T04:17:01Z,22,102,010184348,P590,B7,P
2016-03-15T05:17:01Z,22,102,010184348,P590,B7,P
2016-03-15T06:17:01Z,22,102.5,010184348,P590,B7,P
2016-03-15T07:17:01Z,22,102.5,010184348,P590,B7,P
2016-03-15T08:17:01Z,22.5,102,010184348,P590,B7,P
2016-03-15T09:17:01Z,23,101.5,010184348,P590,B7,P
2016-03-15T10:17:01Z,24,100.5,010184348,P590,B7,P
2016-03-15T11:17:01Z,24.5,97.5,010184348,P590,B7,P
2016-03-15T12:17:01Z,24,101.5,010184348,P590,B7,P
2016-03-15T13:17:01Z,24,100,010184348,P590,B7,P
2016-03-15T14:17:01Z,24,99,010184348,P590,B7,P
2016-03-15T15:17:01Z,23.5,100.5,010184348,P590,B7,P
2016-03-15T16:17:01Z,23.5,101.5,010184348,P590,B7,P
2016-03-15T17:17:01Z,23,102.5,010184348,P590,B7,P
2016-03-15T18:17:01Z,22.5,102.5,010184348,P590,B7,P
2016-03-15T19:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-15T20:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-15T21:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-15T22:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-15T23:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-16T00:17:01Z,22,103,010184348,P590,B7,P
2016-03-16T01:17:01Z,21.5,103,010184348,P590,B7,P
2016-03-16T02:17:01Z,21,103.5,010184348,P590,B7,P
2016-03-16T03:17:01Z,21,103,010184348,P590,B7,P
2016-03-16T04:17:01Z,21.5,103.5,010184348,P590,B7,P
2016-03-16T05:17:01Z,21.5,103.5,010184348,P590,B7,P
2016-03-16T06:17:01Z,21.5,103.5,010184348,P590,B7,P
2016-03-16T07:17:01Z,21.5,103.5,010184348,P590,B7,P
2016-03-16T08:17:01Z,22,103.5,010184348,P590,B7,P
2016-03-16T09:17:01Z,22.5,103.5,010184348,P590,B7,P
2016-03-16T10:17:01Z,23,103.5,010184348,P590,B7,P
2016-03-16T11:17:01Z,23,103,010184348,P590,B7,P
2016-03-16T12:17:01Z,23,102.5,010184348,P590,B7,P
2016-03-16T13:17:01Z,22.5,102.5,010184348,P590,B7,P
2016-03-16T14:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-16T15:17:01Z,22,103,010184348,P590,B7,P
2016-03-16T16:17:01Z,21.5,103,010184348,P590,B7,P
2016-03-16T17:17:01Z,21.5,103,010184348,P590,B7,P
2016-03-16T18:17:01Z,21,103,010184348,P590,B7,P
2016-03-16T19:17:01Z,21,103.5,010184348,P590,B7,P
2016-03-16T20:17:01Z,21,103.5,010184348,P590,B7,P
2016-03-16T21:17:01Z,21,103.5,010184348,P590,B7,P
2016-03-16T22:17:01Z,20.5,103.5,010184348,P590,B7,P
2016-03-16T23:17:01Z,20,103.5,010184348,P590,B7,P
2016-03-17T00:17:01Z,20,103.5,010184348,P590,B7,P
2016-03-17T01:17:01Z,20,104,010184348,P590,B7,P
2016-03-17T02:17:01Z,20,104,010184348,P590,B7,P
2016-03-17T03:17:01Z,20.5,104,010184348,P590,B7,P
2016-03-17T04:17:01Z,20.5,104,010184348,P590,B7,P
2016-03-17T05:17:01Z,20,104,010184348,P590,B7,P
2016-03-17T06:17:01Z,20,104,010184348,P590,B7,P
2016-03-17T07:17:01Z,20.5,104,010184348,P590,B7,P
2016-03-17T08:17:01Z,21,104,010184348,P590,B7,P
2016-03-17T09:17:01Z,21,104,010184348,P590,B7,P
2016-03-17T10:17:01Z,21,104,010184348,P590,B7,P
2016-03-17T11:17:01Z,21.5,104,010184348,P590,B7,P
2016-03-17T12:17:01Z,21.5,104,010184348,P590,B7,P
2016-03-17T13:17:01Z,22,103.5,010184348,P590,B7,P
2016-03-17T14:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-17T15:17:01Z,22.5,103.5,010184348,P590,B7,P
2016-03-17T16:17:01Z,22.5,103,010184348,P590,B7,P
2016-03-17T17:17:01Z,22,103.5,010184348,P590,B7,P
2016-03-17T18:17:01Z,21.5,103.5,010184348,P590,B7,P
2016-03-17T19:17:01Z,21.5,104,010184348,P590,B7,P
2016-03-17T20:17:01Z,21.5,104,010184348,P590,B7,P
2016-03-17T21:17:01Z,21.5,104,010184348,P590,B7,P
2016-03-17T22:17:01Z,21.5,104,010184348,P590,B7,P
2016-03-17T23:17:01Z,21.5,104,010184348,P590,B7,P
2016-03-18T00:17:01Z,21,104,010184348,P590,B7,P
2016-03-18T01:17:01Z,21,104,010184348,P590,B7,P
2016-03-18T02:17:01Z,21,104,010184348,P590,B7,P
2016-03-18T03:17:01Z,21,104,010184348,P590,B7,P
2016-03-18T04:17:01Z,21,103.5,010184348,P590,B7,P
2016-03-18T05:17:01Z,20.5,103,010184348,P590,B7,P
2016-03-18T06:17:01Z,20.5,103,010184348,P590,B7,P
2016-03-18T07:17:01Z,21,103,010184348,P590,B7,P
2016-03-18T08:17:01Z,21.5,102,010184348,P590,B7,P
